image_id,qa_id,task,qa_type,question,ground_truth,predicted,score,overall,model
Apple-headquarter-plan-15-page-07,cmp2,more_internal_ramp_quadrant,comparison_qa,Which quadrant has more internal ramps?,The 1st quadrant or the top right quadrant.,"Based on the provided legend, internal ramps are indicated by red rectangles.

*   **Top-left quadrant:** 1 internal ramp
*   **Bottom-left quadrant:** 1 internal ramp
*   **Bottom-right quadrant:** 1 internal ramp
*   **Top-right quadrant:** 2 internal ramps

The **top-right quadrant** has more internal ramps.",1.0,1.0,Gemini 3.1 Pro
Apple-headquarter-plan-15-page-13,ocr1,sheet_title,ocr_qa,What is the sheet title printed in the title block?,Proposed Main Building Section Typical Entrance,"Based on the title block in the bottom right corner of the drawing, the sheet title is:

**Proposed Main Building Section Typical Entrance**",1.0,1.0,Gemini 3.1 Pro
Apple-headquarter-plan-15-page-13,ocr2,sheet_number,ocr_qa,What sheet number is shown for this drawing?,P-10.00,"Based on the title block in the bottom right corner of the drawing, the sheet number is **P-10.00**.",1.0,1.0,Gemini 3.1 Pro
Apple-headquarter-plan-15-page-13,ocr3,scale_reading,ocr_qa,What is the drawing scale indicated in the title block?,"1/8"" = 1'","Based on the title block in the bottom right corner of the drawing, the indicated scale is **1/8"" = 1'**.",1.0,1.0,Gemini 3.1 Pro
Apple-headquarter-plan-15-page-13,ocr4,project_number,ocr_qa,What is the project number written in the title block?,1858,"Based on the title block in the bottom right corner of the drawing, the project number is **1858**.",1.0,1.0,Gemini 3.1 Pro
Apple-headquarter-plan-15-page-13,ocr5,top_elevation,ocr_qa,What is the elevation of the top of the penthouse?,"El. +237'-4""","Based on the provided drawing, the elevation of the top of the penthouse is **EL + 237'-4""**.",1.0,1.0,Gemini 3.1 Pro
Apple-headquarter-plan-15-page-13,sp1,mechanical_space_location,spatial_qa,Where are the Mechanical Spaces located relative to the central elevator shaft?,"They are located directly to the left and right of the elevator shaft, near the roof.","Based on the drawing, the Mechanical Spaces (labeled ""Mechanical Equipment"") are located on either side (left and right) of the central elevator shaft at the top level, just below the roof.",1.0,1.0,Gemini 3.1 Pro
Apple-headquarter-plan-15-page-13,sp2,section_view_symmetry,spatial_qa,Is the section view a complete symmetrical view along the elevator shaft?,"No, it is not a complete symmetrical view along the elevator shaft.",No.,1.0,1.0,Gemini 3.1 Pro
Apple-headquarter-plan-15-page-13,cnt1,identify_vertical_elements,counting_qa,How many vertical circulation elements are shown in the section?,Two stairwells and one central elevator shaft.,"Based on the provided architectural section, there are **3** vertical circulation elements shown: two stairwells (one on the left, one on the right) and one central elevator shaft.",1.0,1.0,Gemini 3.1 Pro
Apple-headquarter-plan-15-page-13,cnt2,count_lobby_levels,counting_qa,How many lobby levels are visible in the section?,Six (6) lobby levels.,"Based on the provided architectural section drawing, there are **6** lobby levels visible.",1.0,1.0,Gemini 3.1 Pro
Apple-headquarter-plan-15-page-13,cnt3,parking_levels,counting_qa,How many parking levels are visible below grade?,Two (2) parking levels.,"Based on the provided architectural drawing, there are **2** parking levels visible below grade.",1.0,1.0,Gemini 3.1 Pro
Apple-headquarter-plan-15-page-13,cnt4,count_consultants,counting_qa,How many consulting firms are included on this floor plan?,Five (5) consultants.,"Based on the title block on the right side of the drawing, there are **5** consulting firms listed:

1.  Foster + Partners
2.  ARUP
3.  OLIN
4.  KIER & WRIGHT
5.  alta",1.0,1.0,Gemini 3.1 Pro
Apple-headquarter-plan-15-page-13,cmp1,more_stairwell,comparison_qa,Which side of the elevator shaft has more stairwell? Left or right?,The right side,Right,1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-1,ocr1,sheet_number,ocr_qa,What is the sheet number shown on the bottom-right title block?,A101,"Based on the bottom-right title block of the drawing, the sheet number is **A101**.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-1,ocr2,project_name,ocr_qa,What is the project name written in the title block?,HOUSE,"Based on the title block on the right side of the drawing, the project name is **HOUSE**.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-1,ocr3,scale_reading,ocr_qa,What is the drawing scale indicated at the bottom-left of the sheet?,"1/4"" = 1'-0""","Based on the drawing, the scale indicated at the bottom-left of the sheet (under ""1ST FLOOR - DIMENSION"") is:

**1/4"" = 1'-0""**",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-1,sp1,stairs_location,spatial_qa,Where is the main stair located in relation to the 2nd floor plan layout?,The stair is located near the center-right side of the 2nd floor plan.,"Based on the provided 2nd floor plan, the main stair is centrally located.",0.0,0.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-1,cnt1,window_schedule_count,counting_qa,How many window types are listed in the Window Schedule?,Nine (9),"Based on the ""Vented Window Schedule"" in the top left corner of the drawing, there are **8** window types listed (indicated by Type Marks 1, 2, 3, 4, 5, 6, 8, and 9).",0.0,0.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-1,cnt2,door_schedule_count,counting_qa,How many door types are listed in the Door Schedule?,Eighteen (18),,0.0,0.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-1,cnt3,bedroom_distribution,counting_qa,How many bedrooms are located on the 2nd floor?,Three (3) bedrooms.,"Based on the provided drawing, there are **3** bedrooms located on the 2nd floor (labeled as Bedroom 2, Bedroom 3, and Bedroom 4).",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-1,cnt4,staircase_windows,counting_qa,How many small windows are located for the staircase on the second floor?,Two (2) windows,"Based on the provided architectural drawing, there are **2** small windows located for the staircase on the second floor.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-1,cmp1,floor_area_comparison,comparison_qa,Which level has the larger square footage: the 1st floor or the 2nd floor?,The 1st floor (914 square feet).,"Based on the drawing, the **1st floor** has the larger square footage (914 square feet compared to 906 square feet for the 2nd floor).",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-1,cmp2,more_bedrooms,comparison_qa,Which floor plan has more bedrooms?,The 2nd floor.,"Based on the provided drawing, the **2nd floor plan** has more bedrooms (three bedrooms compared to one on the 1st floor).",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-3,ocr1,sheet_number,ocr_qa,What is the sheet number shown in the title block?,A201,A201,1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-3,ocr2,sheet_title,ocr_qa,What is the sheet title printed in the title block?,ELEVATIONS,"Based on the title block in the bottom right corner of the drawing, the sheet title is:

**ELEVATIONS**",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-3,ocr3,slope_reading,ocr_qa,What is the slope of the roof shown on the Front elevation?,6.0/12,"Based on the Front elevation drawing, the slope of the roof is **6/12**.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-3,sp1,entry_location_front,spatial_qa,Where is the main entry door located on the Front elevation?,Centered under the small gable roof.,"Based on the Front elevation drawing (top left), the main entry door is located in the **center**.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-3,cnt1,elevation_count,counting_qa,How many building elevations are shown on this sheet?,Four (4),4,1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-3,cnt2,front_windows,counting_qa,How many windows are shown on the Front elevation?,Four (4) windows.,4,1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-3,cnt3,rear_windows,counting_qa,How many windows are shown on the Rear elevation?,Three (3) windows.,"Based on the Rear elevation drawing (labeled ""3 REAR"" in the bottom left), there are **3** windows shown.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-3,cnt4,right_elevation_windows,counting_qa,How many windows appear on the Right elevation?,Three (3) windows.,"Based on the architectural drawing, there are **3** windows on the Right elevation.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-3,cnt5,gable_roof_count,counting_qa,How many gable roofs does the building have?,Three (3) gable roofs.,3,1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-3,cnt6,left_elevation_windows,counting_qa,How many windows appear on the left elevation?,Two (2) windows.,"Based on the architectural drawing, there are **2** windows on the left elevation.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-3,cmp1,roof_slope_consistency,comparison_qa,Does the roof slope identically in the Front and Rear elevations?,Yes.,Yes.,1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-3,cmp2,more_window,comparison_qa,Which view has more windows? the Front or Rear view?,The Front view.,The Front view has more windows (4 windows) compared to the Rear view (3 windows).,1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-4,ocr1,roof_insulation_type,ocr_qa,What insulation type is noted inside the roof assembly on the wall section view?,R-38 Batt Insulation.,"Based on the wall section view provided in the drawing, the insulation type noted inside the roof assembly is **R-38 BATT INSULATION**.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-4,ocr2,sheet_number,ocr_qa,What is the sheet number in the title block?,A302,A302,1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-4,ocr3,sheet_title,ocr_qa,What is the sheet title printed at the bottom of the page?,BUILDING SECTIONS,"Based on the drawing, the sheet title printed at the bottom of the page is **BUILDING SECTIONS**.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-4,ocr4,porch_floor,ocr_qa,"According to the section view - porch detail, what is the max rise and min run of the stairs?","Max rise: 7'-3/4"", Min run: 10"".","Based on the ""SECTION VIEW - PORCH"" detail (labeled 4/A302), the max rise is **7 3/4""** and the min run is **10""**.",0.0,0.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-4,sp1,crawlspace_location,spatial_qa,Where is the crawlspace shown in the bottom-right building section?,"Below the first floor, at the bottom left portion of the section.","Based on the bottom-right building section, the crawlspace is located beneath the first floor.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-4,cnt1,section_count,counting_qa,How many building sections are shown on this sheet? and what are the section names?,"Four (4) sections. 1-Building Section, 2-Wall Section, 3-Typ Porch - Flashing detail, and 4-Section view - porch","Based on the drawing, there are **3** building sections shown on this sheet.

The section names are:
1.  **BUILDING SECTION**
2.  **WALL SECTION**
3.  **SECTION VIEW - PORCH**

*(Note: The fourth drawing is labeled as a ""DETAIL"", not a section.)*",0.0,0.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-4,cmp1,roof_pitch_view,comparison_qa,Which view provides the most detailed information about the roof pitch?,The wall section view,"Based on the drawing, the **1 / A302 BUILDING SECTION** provides the most detailed information about the roof pitch, explicitly showing a 6/12 pitch symbol on the right side of the roof.",0.0,0.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-4,cmp2,section_for_stairs,comparison_qa,Which view gives better information about the section view of the stairs?,The building section view.,"Based on the provided drawing, **View 1 (Building Section)** gives better information about the section view of the main stairs, showing the full run between floors and providing detailed notes on dimensions and handrails.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-5,ocr1,living_area,ocr_qa,What is the living area square footage of the first floor?,846 square feet.,"Based on the ""LIVING AREA SQ. FOOTAGE"" table in the drawing, the living area square footage of the first floor (F.F.L. 1st FLR) is **846 SF**.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-5,ocr2,sheet_title,ocr_qa,What is the sheet title printed at the bottom-left of the page?,COVER SHEET,COVER SHEET,1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-5,ocr3,sheet_number,ocr_qa,What is the sheet number shown in the title block?,G001,G001,1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-5,ocr4,deck_area,ocr_qa,"According to the 'Deck Square Footage' table, what is the front porch area?",84 square feet.,"Based on the 'Deck Square Footage' table, the front porch area is 84 SQUARE FEET.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-5,ocr5,abbreviation_column,ocr_qa,"According to the abbreviation column, what is 'IRC' stand for?",International Residential Code.,"Based on the abbreviations column in the provided drawing, 'IRC' stands for **International Residential Code**.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-5,sp1,map_orientation,spatial_qa,Which side of the sheet contains the location map?,Bottom-right quadrant.,"Based on the provided drawing, the location map is on the right side of the sheet.",0.0,0.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-5,sp2,rendering_position,spatial_qa,Where is the exterior rendering of the house located on the sheet?,Upper-right quadrant.,Top right,1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-5,sp3,legend_location,spatial_qa,Where is the symbol legend located on the sheet with respect to the sheet list table?,Directly on the left side of the sheet list table.,"Based on the provided drawing, the symbol legend is located to the left of the sheet list table.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-5,cnt1,count_abbreviations,counting_qa,How many abbreviation columns are shown on the left side of the sheet?,Three (3) columns.,"Based on the drawing provided, there are 3 abbreviation columns on the left side of the sheet.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-5,cnt2,sheet_count,counting_qa,"According to the Sheet List, how many sheets are included in this drawing set?",Eight (8) sheets.,"Based on the Sheet List provided in the drawing, there are **8** sheets included in this set.",1.0,1.0,Gemini 3.1 Pro
House-Floor-Plans-12-page-5,cmp1,larger_porch,comparison_qa,"Which porch, front or back, has more deck square footage size?",The front porch,"Based on the ""DECK SQUARE FOOTAGE"" table in the drawing:

*   **Front Porch:** 84 Square Feet
*   **Rear Porch:** 32 Square Feet

The **front porch** has more deck square footage.",1.0,1.0,Gemini 3.1 Pro
Rinker_009-1,ocr1,sheet_title,ocr_qa,What is the sheet title printed in the title block on the lower right?,MECHANICAL LEVEL & FIRST FLOOR PLAN,"Based on the title block on the lower right side of the drawing, the sheet title is:

**MECHANICAL LEVEL & FIRST FLOOR PLAN**",1.0,1.0,Gemini 3.1 Pro
Rinker_009-1,ocr2,sheet_number,ocr_qa,What is the sheet number?,A102,A102,1.0,1.0,Gemini 3.1 Pro
Rinker_009-1,ocr3,client_name,ocr_qa,What is the building name indicated near the title block?,"M.E. RINKER, SR. HALL School of Building Construction","Based on the title block on the right side of the drawing, the building name is **M.E. RINKER, Sr. HALL**.",1.0,1.0,Gemini 3.1 Pro
Rinker_009-1,ocr4,university_name,ocr_qa,Which university is shown on the cover column?,UNIVERSITY OF FLORIDA – GAINESVILLE,"Based on the title block on the right side of the drawing, the university is the **University of Florida**.",1.0,1.0,Gemini 3.1 Pro
